Date,Open,High,Low,Close,Adj Close,Volume
2019-03-12,305.570007,325.035004,302.402008,323.015015,323.015015,29515924
2019-03-13,319.984985,327.376007,308.967010,310.114990,310.114990,13735921
2019-03-14,309.425995,317.644012,307.177002,314.384003,314.384003,6803551
2019-03-15,315.852997,316.634003,304.101013,310.069000,310.069000,11324108
2019-03-18,310.343994,315.532013,302.355988,303.549988,303.549988,7631505
2019-03-19,304.834991,311.675995,304.834991,309.196991,309.196991,5535508
2019-03-20,309.563995,312.088989,305.157013,306.671997,306.671997,3248514
2019-03-22,308.507996,318.975006,302.355988,304.421997,304.421997,8945744
2019-03-25,305.661987,307.497986,296.755005,300.243988,300.243988,5156689
2019-03-26,301.667999,304.283997,299.556000,300.979004,300.979004,4168957
2019-03-27,303.916992,305.752991,294.183990,296.113007,296.113007,5842229
2019-03-28,296.204010,305.752991,291.751007,302.953003,302.953003,13365981
2019-04-01,306.579987,316.726013,305.937012,312.915009,312.915009,6949926
2019-04-02,314.934998,329.626007,314.934998,327.285004,327.285004,21841416
2019-04-03,326.871002,333.299011,319.066986,321.362000,321.362000,12025039
2019-04-04,323.199005,330.084991,323.199005,327.605988,327.605988,11943908
2019-04-05,329.259003,330.315002,324.622009,327.467987,327.467987,3659366
2019-04-08,329.075012,334.032990,323.704010,325.907013,325.907013,5551944
2019-04-09,329.213013,331.462006,313.558014,322.832001,322.832001,9888327
2019-04-10,322.096985,325.402008,310.343994,312.181000,312.181000,4671700
2019-04-11,313.742004,322.510010,309.563995,318.010986,318.010986,17854064
2019-04-12,318.608002,321.683990,311.261993,313.971008,313.971008,8195881
2019-04-15,316.679993,320.444000,307.406006,319.251007,319.251007,10021890
2019-04-16,319.526001,322.372009,312.868988,320.214996,320.214996,9343948
2019-04-18,320.903015,321.776001,305.432007,318.562012,318.562012,15841399
2019-04-22,315.852997,329.213013,309.058990,320.812012,320.812012,15056704
2019-04-23,325.000000,325.399994,314.200012,316.500000,316.500000,11412878
2019-04-24,316.500000,326.299988,315.600006,324.500000,324.500000,7029531
2019-04-25,322.799988,332.899994,321.000000,328.500000,328.500000,11305703
2019-04-26,330.000000,335.700012,322.299988,325.450012,325.450012,4908166
2019-04-30,324.000000,326.799988,314.049988,320.299988,320.299988,6026790
2019-05-02,322.899994,329.399994,321.600006,324.200012,324.200012,7779750
2019-05-03,324.450012,333.850006,324.450012,331.450012,331.450012,9718936
2019-05-06,331.450012,336.399994,326.500000,333.450012,333.450012,14596079
2019-05-07,340.000000,340.850006,321.450012,324.950012,324.950012,17408388
2019-05-08,324.850006,327.450012,320.100006,324.500000,324.500000,4774792
2019-05-09,321.250000,326.200012,312.600006,315.450012,315.450012,7850740
2019-05-10,318.899994,328.399994,315.200012,324.100006,324.100006,7711197
2019-05-13,321.500000,327.350006,314.649994,318.649994,318.649994,6498273
2019-05-14,316.000000,339.700012,315.200012,336.600006,336.600006,10752770
2019-05-15,336.000000,338.000000,328.700012,331.250000,331.250000,7639127
2019-05-16,332.000000,333.299988,321.049988,325.200012,325.200012,4507071
2019-05-17,323.700012,330.700012,322.149994,328.450012,328.450012,4042029
2019-05-20,332.049988,341.950012,331.000000,340.100006,340.100006,7713557
2019-05-21,340.000000,340.100006,328.549988,330.649994,330.649994,4237059
2019-05-22,331.000000,337.950012,328.649994,335.149994,335.149994,6666818
2019-05-23,337.549988,349.000000,334.200012,338.799988,338.799988,5349429
2019-05-24,340.049988,356.000000,340.000000,353.200012,353.200012,9576934
2019-05-27,349.700012,351.899994,346.350006,349.500000,349.500000,3930538
2019-05-28,348.750000,351.700012,341.700012,345.600006,345.600006,8484214
2019-05-29,343.799988,345.149994,337.850006,338.799988,338.799988,4497114
2019-05-30,340.000000,349.549988,339.549988,346.700012,346.700012,13891400
2019-05-31,349.000000,352.399994,344.450012,348.799988,348.799988,10825441
2019-06-03,351.500000,355.750000,348.850006,352.750000,352.750000,5118048
2019-06-04,351.000000,355.950012,349.750000,352.399994,352.399994,6625043
2019-06-06,352.799988,355.950012,348.500000,353.799988,353.799988,10317108
2019-06-07,353.799988,361.950012,351.799988,357.100006,357.100006,5771494
2019-06-10,354.799988,364.649994,353.649994,363.450012,363.450012,5882086
2019-06-11,363.000000,366.950012,358.250000,363.250000,363.250000,5563691
2019-06-12,362.399994,362.399994,357.100006,359.899994,359.899994,2815172
2019-06-13,357.049988,364.950012,357.049988,363.750000,363.750000,3768622
2019-06-14,362.549988,362.950012,351.649994,353.299988,353.299988,5075586
2019-06-17,355.600006,355.600006,342.100006,344.000000,344.000000,6956493
2019-06-18,345.399994,347.350006,341.200012,345.149994,345.149994,4885837
2019-06-19,346.500000,348.000000,334.299988,341.100006,341.100006,3934382
2019-06-20,339.250000,350.000000,339.200012,348.549988,348.549988,3498169
2019-06-21,347.500000,349.899994,342.700012,343.799988,343.799988,9584254
